Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
280	1437.5157	0.0	1437.5157	1437.5157	1000.0	127.460785	11.046521	150.20735	78.92024	281000	-0.018186804	735.68774	-0.0015920661	-493.7122	-0.111292735	0.08129076	5617.120232105255
281	1404.3402	0.0	1404.3402	1404.3402	1000.0	149.2103	10.586849	169.1153	94.71479	282000	-0.046089936	289.30646	-0.006988339	-24.448639	-0.08567392	0.052563224	5636.877310991287
282	1023.4144	0.0	1023.4144	1023.4144	1000.0	136.6622	8.047495	159.52762	96.678696	283000	-0.020209441	1631.5177	0.0023751594	-1033.0193	-0.12541482	0.009873594	5656.346820354462
283	1301.7848	0.0	1301.7848	1301.7848	1000.0	126.41009	9.600557	145.84296	87.98773	284000	-0.026121464	224.67587	-0.017124355	-37.04904	-0.10291319	0.0091379415	5676.013683795929
284	889.4873	0.0	889.4873	889.4873	1000.0	111.54667	6.4114094	127.70644	92.217545	285000	0.023687359	1096.9545	-0.03521654	-516.756	-0.1833904	0.052582987	5695.5966691970825
285	972.1499	0.0	972.1499	972.1499	1000.0	110.35746	11.84639	129.60995	80.65309	286000	0.051800147	401.45264	-0.023497757	-131.64102	-0.14404324	0.08833162	5715.017009735107
286	1365.0247	0.0	1365.0247	1365.0247	1000.0	94.95611	9.876272	122.278465	73.40065	287000	-0.00039071272	1603.5967	-0.014397743	-1003.7112	-0.095535204	0.087906405	5734.237914085388
287	1391.7538	0.0	1391.7538	1391.7538	1000.0	119.38612	10.113577	144.90665	82.631355	288000	0.019461937	642.7448	0.007539943	-375.57434	-0.0899209	0.026231857	5756.194780111313
288	1408.5673	0.0	1408.5673	1408.5673	1000.0	137.0741	11.158608	157.70415	91.366066	289000	-0.0669981	390.32294	-0.009274282	-12.043121	-0.14803502	0.006258838	5776.64924955368
289	1633.4812	0.0	1633.4812	1633.4812	1000.0	138.678	9.991107	156.87375	84.839066	290000	-0.082968414	791.18463	-0.016359746	-498.17105	-0.16594388	0.014523267	5796.839641332626
290	1189.7546	0.0	1189.7546	1189.7546	1000.0	151.46904	12.607687	177.62578	93.04203	291000	-0.056070477	2462.0305	-0.040406786	-1021.4828	-0.11736121	0.03124966	5817.994939804077
291	1604.3358	0.0	1604.3358	1604.3358	1000.0	144.31863	5.7838035	155.86887	92.10343	292000	-0.037675362	531.2267	0.00053006783	-231.6094	-0.14675616	0.01758579	5838.558326244354
292	1323.2374	0.0	1323.2374	1323.2374	1000.0	143.74022	10.269969	166.60574	98.69406	293000	0.052719176	610.86865	-0.005231656	-109.43198	-0.1775284	0.02958237	5858.723067045212
293	1413.8856	0.0	1413.8856	1413.8856	1000.0	145.08125	7.366613	158.89964	79.76056	294000	-0.09264878	437.26892	-0.00017178059	-26.253845	-0.0963551	0.022578934	5878.9409873485565
294	1222.4226	0.0	1222.4226	1222.4226	1000.0	133.78186	11.429201	157.44836	84.52058	295000	0.027968239	1495.1724	-0.0280947	-216.43933	-0.20355842	0.026370585	5899.105659484863
295	1540.7673	0.0	1540.7673	1540.7673	1000.0	140.88861	5.4841795	152.00949	88.458206	296000	-0.116952986	417.91708	-0.016101629	-210.77052	-0.14318742	0.0075694816	5919.275839328766
296	1268.6666	0.0	1268.6666	1268.6666	1000.0	150.61171	5.7683024	162.75185	93.46525	297000	-0.07155849	1698.0931	-0.027311914	-395.77722	-0.2711411	0.058185566	5940.663920164108
297	1439.7218	0.0	1439.7218	1439.7218	1000.0	125.84758	8.59018	141.85728	70.47052	298000	-0.027771337	591.2829	-0.0064546894	-369.9861	-0.22071138	0.024052918	5960.845414161682
298	1298.1444	0.0	1298.1444	1298.1444	1000.0	139.33012	7.9434595	156.62389	93.62563	299000	0.015715912	573.48596	-0.030999675	-102.95218	-0.33346185	0.09363925	5980.93085193634
299	1524.3271	0.0	1524.3271	1524.3271	1000.0	137.68518	7.8193517	152.84908	91.12331	300000	-0.019797035	293.6386	-0.002602594	-100.2888	-0.25650963	0.052389137	6001.118562698364
300	1558.4528	0.0	1558.4528	1558.4528	1000.0	148.91269	6.3960505	160.48578	94.62281	301000	-0.06112063	196.80199	-0.0033048987	-58.264328	-0.2585127	0.035359744	6022.03121972084
301	1437.624	0.0	1437.624	1437.624	1000.0	147.18187	7.6849427	166.32397	97.73781	302000	-0.036506657	168.80017	-0.0007577501	-28.481888	-0.33447212	0.01644297	6042.654301404953
302	1348.0338	0.0	1348.0338	1348.0338	1000.0	149.19083	8.218994	164.51556	95.09058	303000	-0.013220865	352.068	-0.01640867	-152.9495	-0.2723405	0.012237187	6062.7887897491455
303	1274.2198	0.0	1274.2198	1274.2198	1000.0	133.99031	8.971133	152.19786	90.852325	304000	0.015637845	506.5383	-0.011218572	-27.260376	-0.3389702	0.016072134	6082.893356561661
304	1462.8907	0.0	1462.8907	1462.8907	1000.0	128.15846	7.566818	144.44286	78.83267	305000	-0.03353414	625.5064	-0.01626978	-348.7796	-0.32293728	0.05635988	6103.136011600494
305	1530.6798	0.0	1530.6798	1530.6798	1000.0	148.37404	5.4054866	159.95312	90.69155	306000	0.058051474	289.70074	-0.010269318	-28.183105	-0.2891148	0.059551965	6123.22311258316
306	1383.0261	0.0	1383.0261	1383.0261	1000.0	148.77505	7.1999044	165.68115	98.68616	307000	-0.05282137	302.372	0.0023450367	-114.29346	-0.3712346	0.03308206	6143.392147779465
307	1305.1023	0.0	1305.1023	1305.1023	1000.0	140.81488	6.074595	154.74962	80.94764	308000	-0.02242298	665.4161	-0.003940137	-96.503174	-0.29257062	0.014350331	6163.479528665543
308	1115.6915	0.0	1115.6915	1115.6915	1000.0	132.60643	6.7106824	147.9728	92.402534	309000	0.024367282	535.86176	-0.0033021495	-305.11603	-0.3897624	-0.0036622991	6183.600001811981
309	1479.2566	0.0	1479.2566	1479.2566	1000.0	131.19264	5.2315164	142.9385	85.669136	310000	0.0025384007	544.6019	-0.009157019	-252.80792	-0.3472979	0.0048668776	6204.122490167618
310	1512.7708	0.0	1512.7708	1512.7708	1000.0	139.43246	8.78865	156.61812	79.00401	311000	0.021955336	589.35675	-0.026317995	-204.19125	-0.30015045	0.03141088	6225.137729644775
311	1314.0221	0.0	1314.0221	1314.0221	1000.0	149.0289	8.670008	165.73311	88.00984	312000	-0.0046871393	422.47147	-0.04430914	-172.33476	-0.35367206	0.11084967	6245.329605817795
312	1658.5378	0.0	1658.5378	1658.5378	1000.0	138.76694	11.086482	160.01279	96.9102	313000	-0.030514114	658.78235	-0.025421456	-436.54236	-0.3675725	0.1268424	6265.722293615341
313	1403.7347	0.0	1403.7347	1403.7347	1000.0	149.88448	8.795702	172.17093	102.25176	314000	-0.022238258	454.74088	-0.0037738066	-75.99097	-0.32651246	0.0956682	6285.806676864624
314	1597.7196	0.0	1597.7196	1597.7196	1000.0	156.59427	5.0649867	168.61694	103.8446	315000	-0.031706657	155.2997	0.0040089954	-7.6396484	-0.4631794	0.025508733	6309.094211339951
315	1366.351	0.0	1366.351	1366.351	1000.0	151.31924	8.87349	171.91628	103.5797	316000	0.026805073	381.74982	-0.023741255	-218.14503	-0.442143	0.025223961	6329.322601556778
316	1434.2079	0.0	1434.2079	1434.2079	1000.0	147.04042	6.686907	163.11969	100.1581	317000	-0.072314546	208.49452	-0.010536335	-6.384247	-0.4317168	0.04366584	6351.9015057086945
317	1402.5585	0.0	1402.5585	1402.5585	1000.0	140.23369	9.670575	163.44104	100.81529	318000	-0.08313985	391.5112	-0.018254012	-33.101013	-0.36085257	0.048356116	6371.504920959473
318	1388.252	0.0	1388.252	1388.252	1000.0	142.65031	12.805684	169.42235	102.031105	319000	0.055535477	616.8275	-0.02179671	-91.54126	-0.5010421	0.13965254	6390.484982013702
319	1439.0602	0.0	1439.0602	1439.0602	1000.0	122.55278	6.643099	140.51976	94.37764	320000	0.0031974353	742.48627	-0.014063495	-471.2032	-0.34828475	0.06368481	6409.751938343048
320	1453.2938	0.0	1453.2938	1453.2938	1000.0	139.63834	8.455392	163.48164	103.58339	321000	-0.028725216	255.55609	-0.0014406592	-87.17975	-0.42514208	0.0587478	6430.47426533699
321	1303.1865	0.0	1303.1865	1303.1865	1000.0	162.11797	8.151103	181.41881	111.09311	322000	0.0060520917	1112.2628	-0.0030018731	-849.2506	-0.4138915	0.016295768	6450.051260232925
322	1133.6226	0.0	1133.6226	1133.6226	1000.0	130.34064	7.486367	152.29794	97.94451	323000	-0.04144834	396.04376	-0.030792445	-116.67682	-0.33592975	0.06216349	6470.8810930252075
323	1428.3948	0.0	1428.3948	1428.3948	1000.0	136.43076	6.356357	155.62216	90.06865	324000	-0.02263519	163.3785	-0.03947799	-59.23079	-0.46513152	0.08599519	6490.691244125366
324	1617.9213	0.0	1617.9213	1617.9213	1000.0	133.75728	10.121717	158.31123	98.57379	325000	-0.038117	775.127	-0.026924573	-586.9516	-0.38810176	0.13004842	6510.384700059891
325	1678.1603	0.0	1678.1603	1678.1603	1000.0	151.4023	10.964772	174.92976	99.76772	326000	-0.024652755	430.0493	-0.042348973	-249.28029	-0.5153782	0.17245193	6530.152724504471
326	1286.1763	0.0	1286.1763	1286.1763	1000.0	171.27022	5.9106894	187.4147	108.73909	327000	-0.01118607	2002.3817	0.0018019779	-1399.5096	-0.39377654	0.14813033	6550.459762334824
327	800.3364	0.0	800.3364	800.3364	1000.0	142.73882	7.7253294	158.43462	88.37813	328000	-0.08499808	3638.5615	0.01278834	-2349.9553	-0.39877012	0.049995903	6568.992167472839
328	976.6542	0.0	976.6542	976.6542	1000.0	118.33855	5.7287235	135.39041	80.56909	329000	-0.03550751	1145.302	-0.020105407	-215.07404	-0.42307612	0.028970886	6588.50318646431
329	995.87506	0.0	995.87506	995.87506	1000.0	106.90127	6.9800906	127.64861	74.71511	330000	0.0029749165	899.5444	-0.014427606	-35.616882	-0.47537172	0.053375848	6612.708844661713
330	983.8868	0.0	983.8868	983.8868	1000.0	104.68009	6.734969	125.54148	78.88236	331000	-0.07587594	557.8471	-0.02813948	-12.637085	-0.42721948	0.053154558	6632.029527902603
331	1080.8864	0.0	1080.8864	1080.8864	1000.0	97.69664	6.7733617	115.74381	72.24161	332000	-0.058359552	432.71094	-0.0440556	-58.538177	-0.5216444	0.085812315	6652.887942314148
332	642.7611	0.0	642.7611	642.7611	1000.0	92.782425	6.9257383	112.041306	69.368065	333000	0.042224165	904.5966	-0.04309693	-503.9453	-0.5060348	0.12168498	6671.373224496841
333	1261.6399	0.0	1261.6399	1261.6399	1000.0	86.59422	6.568335	106.34296	69.615845	334000	0.034663305	1877.8845	-0.023699254	-830.209	-0.5815844	0.16470435	6689.608280181885
334	1391.1481	0.0	1391.1481	1391.1481	1000.0	101.38136	8.303074	121.94983	71.44712	335000	-0.026825603	1840.0787	-0.021510113	-839.32996	-0.50503224	0.15542957	6707.842723608017
335	1565.7659	0.0	1565.7659	1565.7659	1000.0	123.67605	7.81768	144.00145	75.996376	336000	-0.0016780209	1302.9934	0.004719821	-863.0537	-0.52551097	0.100839294	6726.045886993408
336	1394.3073	0.0	1394.3073	1394.3073	1000.0	138.21054	7.1492877	156.87009	101.086754	337000	0.025604405	385.73297	0.009224962	-12.036438	-0.5041661	0.04014649	6744.342794418335
337	1494.4023	0.0	1494.4023	1494.4023	1000.0	136.43758	6.5955772	154.7563	97.567795	338000	-0.039878868	456.7556	-0.04482095	-147.04596	-0.5068152	0.103982575	6762.631585597992
338	1188.7961	0.0	1188.7961	1188.7961	1000.0	145.15794	5.0090985	156.62015	109.09052	339000	-0.00046157074	1115.9666	0.010904128	-408.96844	-0.5226913	0.06154637	6780.858298778534
339	1169.93	0.0	1169.93	1169.93	1000.0	135.44905	6.8939953	153.99805	84.67436	340000	-0.018703124	1236.3871	-0.0096629	-291.99567	-0.5803302	0.06904698	6799.176362276077
340	1245.1904	0.0	1245.1904	1245.1904	1000.0	124.63748	5.5738835	138.10828	86.57889	341000	-0.008120812	575.62256	-0.0155278025	-32.887695	-0.66717017	0.051366944	6819.087586402893
341	655.9564	0.0	655.9564	655.9564	1000.0	133.35103	5.2198577	147.0961	96.94077	342000	-0.0037575627	4443.175	-0.01588666	-2543.9976	-0.5499978	0.053047586	6837.576846122742
342	1133.2998	0.0	1133.2998	1133.2998	1000.0	103.533165	4.8200326	116.40476	70.08503	343000	-0.03565306	1149.2635	0.0049482975	-91.18628	-0.63691777	0.03771452	6855.879974365234
343	810.92535	0.0	810.92535	810.92535	1000.0	107.826775	4.381968	117.089005	84.36396	344000	0.05027468	1342.4666	-0.022599068	-360.51367	-0.5958807	0.112407796	6874.061224937439
344	1157.6499	0.0	1157.6499	1157.6499	1000.0	96.37156	3.4949665	108.971664	74.78833	345000	0.015385757	680.99786	0.0020893654	-266.83862	-0.625827	0.04768718	6892.378309965134
345	998.02344	0.0	998.02344	998.02344	1000.0	106.38429	4.482674	118.845085	76.136665	346000	0.033448663	548.24084	-0.0164181	-25.220642	-0.591894	0.06840836	6910.574998140335
346	1028.3754	0.0	1028.3754	1028.3754	1000.0	104.08091	4.1894474	114.66912	71.22217	347000	-0.008101588	955.786	-0.013397561	-18.59076	-0.5600454	0.09814421	6928.808760404587
347	842.10675	0.0	842.10675	842.10675	1000.0	100.36092	3.580533	110.82007	76.53221	348000	-0.014458908	611.2319	-0.010473415	-133.45486	-0.6203973	0.06261376	6947.909772157669
348	1072.6014	0.0	1072.6014	1072.6014	1000.0	95.14075	3.8854735	104.63403	72.67214	349000	-0.034486365	1018.502	-0.01618576	-165.55963	-0.55632186	0.09140096	6966.13766169548
349	1225.077	0.0	1225.077	1225.077	1000.0	102.34559	3.7306123	114.13148	72.577156	350000	-0.041770842	753.36285	-0.022675466	-268.8541	-0.5842146	0.15541048	6984.632063150406
350	1447.5779	0.0	1447.5779	1447.5779	1000.0	109.946594	4.130475	120.26313	78.03875	351000	0.059202276	1759.2262	-0.01931449	-895.2322	-0.57799315	0.1400496	7004.0990471839905
351	1194.5713	0.0	1194.5713	1194.5713	1000.0	125.74172	3.9367774	135.22427	89.487495	352000	-0.036636382	351.97964	-0.011540197	-11.480011	-0.53166467	0.10226079	7022.677457332611
352	1479.0366	0.0	1479.0366	1479.0366	1000.0	125.820526	4.1794577	136.35567	84.40955	353000	-0.045066316	931.85657	-0.010686476	-356.51544	-0.70341676	0.11889751	7040.995594024658
353	1228.0854	0.0	1228.0854	1228.0854	1000.0	132.97632	5.4756846	145.65547	97.18401	354000	0.014669994	473.26276	-0.0089472765	-23.163635	-0.7277208	0.0888768	7059.2301280498505
354	1448.9528	0.0	1448.9528	1448.9528	1000.0	132.78122	4.621179	144.63396	98.36356	355000	-0.031436566	345.73236	0.0034314916	-66.497925	-0.6390974	0.05022659	7077.593760728836
355	1287.904	0.0	1287.904	1287.904	1000.0	136.28392	4.830211	149.40712	91.28465	356000	0.0059027006	913.91376	-0.0012736092	-52.21112	-0.63247544	0.038280446	7095.891169309616
356	1329.5332	0.0	1329.5332	1329.5332	1000.0	134.15901	4.8606253	145.67314	92.54929	357000	-0.054409094	1728.6133	0.00262741	-50.498047	-0.66702133	0.012808494	7114.225734710693
357	925.2598	0.0	925.2598	925.2598	1000.0	130.51392	4.617998	145.59421	94.64951	358000	0.03733734	2444.5134	-0.019385658	-978.6765	-0.6911197	0.04096228	7132.525201320648
358	1117.3157	0.0	1117.3157	1117.3157	1000.0	114.11604	4.0293374	126.513695	84.46005	359000	0.017684467	1489.9307	-3.627315e-05	-49.921753	-0.62372595	0.009739656	7150.8100044727325
359	1249.2566	0.0	1249.2566	1249.2566	1000.0	110.78698	4.871586	125.09398	85.56829	360000	-0.038097534	461.37057	-0.0076964907	-161.77194	-0.56811243	0.0060197096	7169.291370153427
360	1147.7231	0.0	1147.7231	1147.7231	1000.0	118.78325	5.5423307	131.93277	96.90703	361000	-0.018118376	1026.4584	-0.011236876	-48.784363	-0.64293903	0.016649904	7188.56002163887
361	1058.4028	0.0	1058.4028	1058.4028	1000.0	116.48306	5.4140706	129.7558	94.547226	362000	-0.041543968	465.2805	-0.039687805	-29.239746	-0.66046447	0.09928151	7207.0488913059235
362	1746.3282	0.0	1746.3282	1746.3282	1000.0	114.77399	5.7761817	135.4099	98.054	363000	0.020260697	3187.8464	-0.00950858	-2132.0771	-0.5901643	0.06261192	7225.800715446472
363	1561.4404	0.0	1561.4404	1561.4404	1000.0	140.12479	4.9680915	155.3179	105.98346	364000	0.00668373	753.0959	-0.009933729	-172.9555	-0.61110204	0.05071263	7244.135303735733
364	1595.6989	0.0	1595.6989	1595.6989	1000.0	146.60925	4.6479344	162.12302	105.11857	365000	-0.0700031	381.6715	-0.023365706	-95.196625	-0.6435959	0.072412185	7262.488424777985
365	1494.1311	0.0	1494.1311	1494.1311	1000.0	152.77641	4.593359	167.58673	107.21557	366000	-0.06731093	138.79834	-0.03394857	-2.235962	-0.6236235	0.13149042	7280.770470619202
366	1562.356	0.0	1562.356	1562.356	1000.0	153.98825	4.572234	167.62737	103.74338	367000	0.010688362	208.25691	0.008353627	-33.256058	-0.60333157	0.10674627	7299.490019798279
367	1183.9824	0.0	1183.9824	1183.9824	1000.0	157.87231	4.746125	169.91258	118.79615	368000	0.039305378	1857.2871	0.010112029	-779.96716	-0.66454273	0.02076081	7317.8198137283325
368	770.4928	0.0	770.4928	770.4928	1000.0	141.00056	5.250102	154.35387	101.4283	369000	0.009455128	3483.7263	0.0006537633	-2378.3481	-0.7096773	0.0015004285	7336.653525352478
369	1115.1086	0.0	1115.1086	1115.1086	1000.0	116.014626	5.0442615	127.26383	87.01102	370000	0.1143412	557.4024	-0.011597104	-8.21051	-0.6232371	0.014336114	7354.901796340942
370	1215.1163	0.0	1215.1163	1215.1163	1000.0	114.50268	4.160505	122.84184	89.49338	371000	0.011660093	202.43794	-0.01953904	-44.786316	-0.65691555	0.051293556	7373.922722101212
371	1412.0812	0.0	1412.0812	1412.0812	1000.0	118.277016	5.220657	130.08466	86.851494	372000	-0.051301032	726.1892	-0.008378461	-320.89255	-0.7185634	0.03883859	7392.322385549545
372	1307.5667	0.0	1307.5667	1307.5667	1000.0	126.869576	5.102138	138.88173	96.79549	373000	0.093772545	531.07056	-0.032286424	-38.452667	-0.7133756	0.07176685	7410.666085243225
373	1060.5206	0.0	1060.5206	1060.5206	1000.0	130.87703	5.1555514	144.99484	88.53359	374000	-0.025164768	1124.5057	-0.0032424387	-249.93939	-0.76444596	0.070986286	7428.941540956497
374	1220.6193	0.0	1220.6193	1220.6193	1000.0	124.757935	4.4186206	136.41455	94.69011	375000	0.0014785357	411.04984	0.0004286298	-19.645508	-0.6909312	0.049465127	7447.215621471405
375	1099.2933	0.0	1099.2933	1099.2933	1000.0	123.327446	4.695349	135.1764	85.21062	376000	0.026007112	415.3202	-0.0016584061	-132.07922	-0.6466958	0.033244208	7465.533789873123
376	1424.0133	0.0	1424.0133	1424.0133	1000.0	116.37969	4.7882977	125.826805	76.51311	377000	-0.021243079	1231.4423	-0.011144089	-523.73517	-0.70461434	0.029760044	7483.78090596199
377	1614.3663	0.0	1614.3663	1614.3663	1000.0	126.74806	4.662467	137.51225	95.48203	378000	-0.013731048	1545.3177	-0.018824	-986.164	-0.66263413	0.07132399	7501.992138147354
378	1426.7806	0.0	1426.7806	1426.7806	1000.0	144.70628	4.7949333	155.54471	107.962875	379000	0.044636503	662.2123	-0.0066962093	-26.28064	-0.6817781	0.08281534	7520.279410362244
379	1704.2993	0.0	1704.2993	1704.2993	1000.0	143.58531	5.2092915	155.8358	101.19649	380000	-0.050261255	856.1174	-0.005439926	-492.29324	-0.65078515	0.059438	7538.513420581818
380	1696.7521	0.0	1696.7521	1696.7521	1000.0	156.16904	4.781416	172.61537	112.0857	381000	-0.032948162	483.41196	-0.015782114	-176.82022	-0.646052	0.070173	7557.957583665848
381	1573.2196	0.0	1573.2196	1573.2196	1000.0	163.26648	4.888133	173.90477	118.76736	382000	-0.08224754	166.39978	0.006051086	-20.86882	-0.5929258	0.0101144295	7576.51450586319
382	1576.6848	0.0	1576.6848	1576.6848	1000.0	162.3334	4.6492167	173.73036	108.8577	383000	0.0029711619	752.0044	-0.00810951	-21.689514	-0.68054557	0.02520914	7594.824848413467
383	1269.1139	0.0	1269.1139	1269.1139	1000.0	161.72116	4.8763275	176.34883	115.53092	384000	0.010286484	1913.449	-0.020989046	-887.7749	-0.68242544	0.041295823	7613.175544500351
384	1579.4297	0.0	1579.4297	1579.4297	1000.0	146.81613	4.8595557	158.78497	102.55235	385000	-0.023911279	1210.7244	-0.02660865	-243.33038	-0.6629441	0.052727837	7631.475541591644
385	1546.0602	0.0	1546.0602	1546.0602	1000.0	156.21709	4.506701	168.15942	108.61481	386000	0.0021805095	473.56235	-0.0007864246	-17.179504	-0.6442141	0.021442741	7649.809228181839
386	1558.6492	0.0	1558.6492	1558.6492	1000.0	154.00348	5.390484	168.86371	104.546585	387000	-0.025705155	408.56912	-0.010375235	-39.705597	-0.662793	0.07373498	7668.137264966965
387	1673.2162	0.0	1673.2162	1673.2162	1000.0	159.2115	4.132908	168.98372	102.91566	388000	-0.031394515	313.91663	-0.0015060119	-94.95068	-0.75011146	0.03383552	7686.400483131409
388	1724.3384	0.0	1724.3384	1724.3384	1000.0	165.81384	5.085385	177.35768	108.69929	389000	-0.053800024	134.17278	-0.01537472	-58.689552	-0.69959825	0.04370214	7704.632591724396
389	1564.4116	0.0	1564.4116	1564.4116	1000.0	171.77528	4.765585	183.5914	112.335045	390000	-0.016109014	304.49896	-0.010983799	-113.76973	-0.7471887	0.04487005	7722.966082334518
390	1700.3317	0.0	1700.3317	1700.3317	1000.0	164.8322	5.2372594	177.42392	117.065674	391000	0.029102722	180.76852	-0.009675238	-17.87259	-0.75140744	0.0046883663	7742.279317855835
391	1528.7085	0.0	1528.7085	1528.7085	1000.0	166.33975	4.8385425	177.37096	109.812225	392000	0.012091355	618.7908	-0.014611744	-165.7576	-0.7431545	0.02697926	7760.960114240646
392	1563.9128	0.0	1563.9128	1563.9128	1000.0	157.70575	5.027261	171.10455	98.33217	393000	0.012142269	91.74284	-0.0057308692	-0.508934	-0.66560197	0.00603773	7779.546719789505
393	1649.8068	0.0	1649.8068	1649.8068	1000.0	158.70319	4.8676076	170.69543	114.831055	394000	-0.01595653	324.19626	-0.018119441	-47.343933	-0.67151576	0.027648294	7797.9287123680115
394	1475.2886	0.0	1475.2886	1475.2886	1000.0	161.65884	5.648058	175.88586	102.75852	395000	-0.10079008	450.912	-0.0123921335	-160.91766	-0.7209228	0.031598628	7816.226605176926
395	-214.85664	0.0	-214.85664	-214.85664	1000.0	136.84274	6.9931765	155.22794	89.74695	396000	-0.022381311	21659.637	-0.015584232	-11201.975	-0.7302992	0.047960855	7834.632597208023
396	1560.4738	0.0	1560.4738	1560.4738	1000.0	119.04981	7.6793976	133.6279	76.99795	397000	0.054611564	1625.1819	-0.0014073253	-682.98456	-0.6903436	0.027384	7853.34703540802
397	1586.8468	0.0	1586.8468	1586.8468	1000.0	129.26059	7.8685904	145.72278	77.66721	398000	-0.04126489	1212.8676	-0.012623519	-583.3268	-0.7397495	0.009491987	7871.6118268966675
398	1544.6478	0.0	1544.6478	1544.6478	1000.0	140.06255	8.328672	157.35962	97.03329	399000	-0.07279359	524.441	-0.01629012	-86.141235	-0.74242836	0.03314297	7889.969900608063
399	1588.2905	0.0	1588.2905	1588.2905	1000.0	154.90825	5.26766	166.36461	100.47407	400000	-0.0008352995	381.47052	-0.026734132	-17.765839	-0.826143	0.040621188	7908.3123598098755
400	1624.1152	0.0	1624.1152	1624.1152	1000.0	154.55988	7.4672117	168.77998	103.88331	401000	-0.06636001	192.91219	-0.0131999105	-46.37175	-0.7498086	0.056196727	7927.734181642532
401	1608.6766	0.0	1608.6766	1608.6766	1000.0	155.83191	8.590662	171.74374	104.61811	402000	0.009397364	169.38635	-0.028290812	-10.88707	-0.7590905	0.07532424	7946.558808326721
402	1633.4473	0.0	1633.4473	1633.4473	1000.0	157.9459	9.488902	176.58609	99.9268	403000	-0.090705276	145.2762	-0.0018951595	-30.486732	-0.75495493	0.05326095	7964.877485275269
403	1608.3519	0.0	1608.3519	1608.3519	1000.0	160.60088	8.304787	176.9849	94.8097	404000	-0.017515594	245.06903	-0.009107899	-17.915634	-0.74366754	0.05809571	7983.192811250687
404	1689.5322	0.0	1689.5322	1689.5322	1000.0	166.23634	6.9156666	182.15201	101.46239	405000	0.0021577491	100.22947	-0.028632129	-18.736824	-0.7013076	0.08072501	8001.4798011779785
405	1669.6418	0.0	1669.6418	1669.6418	1000.0	169.84766	6.638573	183.69968	103.975044	406000	-0.06489819	350.51086	-0.0075434595	-15.603729	-0.8564316	0.042517416	8019.7309856414795
406	1767.2351	0.0	1767.2351	1767.2351	1000.0	166.59987	5.9283457	179.74507	98.89127	407000	-0.020054432	186.12987	-0.0032291822	-91.6826	-0.83175194	0.04685511	8038.014306783676
407	1690.6344	0.0	1690.6344	1690.6344	1000.0	165.5701	9.356861	185.89412	106.62861	408000	-0.08131834	190.0198	-0.01394701	-57.172623	-0.7882135	0.039207228	8056.348628044128
408	1750.3679	0.0	1750.3679	1750.3679	1000.0	173.31409	8.690435	192.01305	115.816795	409000	0.0005934534	125.20365	-0.005262822	-11.4617	-0.74261975	0.029264007	8074.6486093997955
409	1758.1051	0.0	1758.1051	1758.1051	1000.0	174.12541	8.618002	191.2788	115.82865	410000	-0.013071675	225.53221	-0.011373673	-5.6865234	-0.81133103	0.039829765	8093.000847578049
410	1753.9589	0.0	1753.9589	1753.9589	1000.0	179.23434	7.446608	193.44345	101.61281	411000	-0.074661806	81.69069	-0.012692273	-2.4615707	-0.84424907	0.035055537	8112.231469154358
411	1727.5527	0.0	1727.5527	1727.5527	1000.0	173.94627	9.345412	193.08553	104.861336	412000	-0.09056158	93.72923	-0.0043252483	-2.1539383	-0.9234749	0.02452937	8131.505164384842
412	1720.0809	0.0	1720.0809	1720.0809	1000.0	174.3893	9.859775	191.3543	106.78278	413000	-0.0032538548	100.448845	-0.0232376	-10.909691	-0.8084049	0.02606478	8149.834902048111
413	1508.2787	0.0	1508.2787	1508.2787	1000.0	173.45258	7.3670106	190.38927	102.135254	414000	-0.06893302	647.0724	-0.027343392	-215.47632	-0.88039213	0.061731905	8168.169312238693
414	1829.0573	0.0	1829.0573	1829.0573	1000.0	169.23659	6.176277	185.94086	107.99958	415000	-0.10753448	291.05188	-0.03994809	-199.9339	-0.93830335	0.13686222	8186.887690544128
415	1648.4774	0.0	1648.4774	1648.4774	1000.0	174.20804	11.224777	197.4825	112.00392	416000	0.011489466	700.3706	-0.0031269751	-55.620605	-1.0008149	0.09431359	8205.222869873047
416	1645.4039	0.0	1645.4039	1645.4039	1000.0	169.93056	7.4653835	186.89655	111.45393	417000	-0.027151551	268.08206	-0.02989306	-60.409546	-0.9211945	0.16179353	8223.572784662247
417	1235.5469	0.0	1235.5469	1235.5469	1000.0	154.35422	7.8402157	170.53131	103.83017	418000	0.0042614173	1200.0199	0.011308685	-521.93066	-0.9872565	0.030660568	8241.938477993011
418	1022.1535	0.0	1022.1535	1022.1535	1000.0	149.33147	8.166567	166.07521	96.36074	419000	0.09107119	2316.4314	-0.008251891	-1306.6841	-1.0429829	0.004998453	8260.275995731354
419	1234.2551	0.0	1234.2551	1234.2551	1000.0	133.10866	6.327128	149.84146	94.82886	420000	-0.12055982	421.96506	-0.009354629	-78.55524	-0.9708773	0.024771428	8278.60672545433
420	1471.2051	0.0	1471.2051	1471.2051	1000.0	125.612076	5.6426296	139.06198	84.210014	421000	0.01197599	496.47525	-0.03771379	-318.71368	-1.0108752	0.084691316	8298.044862985611
