Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
136	561.1225	0.0	561.1225	561.1225	1000.0	47.31103	5.6535645	58.075375	32.828495	137000	-0.007776514	187.15283	-0.004569059	-70.04593	1.5482224	0.015124503	2642.1374480724335
137	570.4921	0.0	570.4921	570.4921	1000.0	62.009544	2.3589554	66.53427	38.35371	138000	-0.06418758	176.71684	-0.003505446	-16.345627	1.539986	0.0062611476	2660.6163613796234
138	540.0894	0.0	540.0894	540.0894	1000.0	58.233772	2.8383126	62.313637	27.196619	139000	0.0024268026	201.66776	-0.003412061	-50.008316	1.532265	0.016559115	2679.2211458683014
139	484.3652	0.0	484.3652	484.3652	1000.0	43.53038	6.3609834	55.15244	31.466928	140000	-0.087910816	252.50592	-0.0017519221	-51.068924	1.5544837	0.006618287	2697.816771507263
140	441.28806	0.0	441.28806	441.28806	1000.0	55.541447	2.4875193	61.121635	37.40239	141000	-0.05357558	251.63396	-0.0048739985	-92.15257	1.5476334	0.0005667353	2717.303439617157
141	490.4206	0.0	490.4206	490.4206	1000.0	42.806767	4.525843	50.859413	28.179525	142000	-0.047025435	401.8225	-0.010378327	-85.858765	1.5097563	0.0046805115	2735.729722261429
142	580.1798	0.0	580.1798	580.1798	1000.0	51.517345	2.6039097	57.846386	38.91198	143000	-0.041001037	341.597	-0.020962905	-30.358307	1.4865856	0.025093459	2754.2008390426636
143	502.47137	0.0	502.47137	502.47137	1000.0	56.119343	2.7890804	62.750996	39.223732	144000	-0.0036970424	350.69254	-0.00627824	-48.194824	1.5014148	0.019748054	2773.509383201599
144	635.76825	0.0	635.76825	635.76825	1000.0	49.627453	3.5992541	57.865803	39.598938	145000	-0.104145646	395.29468	0.0019576102	-207.67836	1.4465001	0.013615612	2796.515396595001
145	529.9523	0.0	529.9523	529.9523	1000.0	65.02114	2.5778842	71.05536	38.726242	146000	-0.062192246	387.9798	-0.0022580624	-111.54141	1.4159975	0.00629735	2822.1717286109924
146	538.72015	0.0	538.72015	538.72015	1000.0	53.681446	3.6252065	62.437614	41.321823	147000	-0.010641564	583.0594	-0.0030105263	-108.09482	1.3513205	0.0023372117	2846.0877816677094
147	589.7676	0.0	589.7676	589.7676	1000.0	53.787594	5.1822066	65.09769	36.651447	148000	-0.006788716	385.2856	-0.0054891338	-51.27539	1.346249	0.0030681647	2868.43022441864
148	833.3436	0.0	833.3436	833.3436	1000.0	61.007618	4.843006	70.360596	38.06065	149000	-0.06666423	511.8608	-0.008244328	-380.1801	1.4252241	0.01230108	2887.3149268627167
149	559.71173	0.0	559.71173	559.71173	1000.0	75.78	3.3303225	86.44883	50.4366	150000	-0.0119208265	545.67975	-0.011008307	-318.2897	1.2631365	0.008339711	2909.6542477607727
150	766.14484	0.0	766.14484	766.14484	1000.0	64.64379	4.653615	75.64598	43.10338	151000	-0.08891808	412.77667	-0.004805319	-122.39859	1.3340789	0.02123428	2935.8203415870667
151	537.81866	0.0	537.81866	537.81866	1000.0	71.3576	5.3539925	86.52831	44.776077	152000	-0.08230818	398.44287	-0.013482377	-232.66005	1.3561511	0.031909734	2954.788410425186
152	500.1035	0.0	500.1035	500.1035	1000.0	62.388577	4.3046613	72.8217	40.028214	153000	0.010084797	354.78876	-0.004058049	-90.770325	1.3234704	0.011777794	2975.2770063877106
153	653.15204	0.0	653.15204	653.15204	1000.0	55.01521	4.0145397	63.837284	35.588734	154000	-0.06619752	246.48569	-0.025977895	-118.77581	1.2766423	0.021632621	2997.2988872528076
154	680.45294	0.0	680.45294	680.45294	1000.0	65.36768	5.437225	74.986046	38.095222	155000	-0.051959746	243.55365	-0.0031769797	-18.288391	1.2361919	0.027013961	3021.315192937851
155	612.5033	0.0	612.5033	612.5033	1000.0	65.80164	5.7081275	74.74063	40.373108	156000	-0.06760172	165.69644	-0.013592221	-10.438751	1.2605281	0.032493647	3048.066846370697
156	611.07983	0.0	611.07983	611.07983	1000.0	66.75747	5.8668413	77.60258	42.230164	157000	-0.053348485	236.10135	0.00028030947	-34.631012	1.165542	0.007153539	3074.062158346176
157	588.3099	0.0	588.3099	588.3099	1000.0	61.457813	5.753478	72.10422	38.292904	158000	0.07603785	109.31976	0.000666298	-5.5359344	1.2212623	0.007806709	3098.6962518692017
158	655.83795	0.0	655.83795	655.83795	1000.0	67.01576	2.7719824	72.970215	42.704002	159000	0.00071850966	135.37964	-0.003658352	-3.5610962	1.168638	0.010112899	3124.6805901527405
159	443.72073	0.0	443.72073	443.72073	1000.0	59.27971	5.216719	71.70124	41.032455	160000	-0.048411105	390.77893	-0.0038536824	-173.8169	1.1724045	0.007991775	3155.483083486557
160	717.6673	0.0	717.6673	717.6673	1000.0	52.144623	3.6840324	60.116505	32.385124	161000	-0.12772115	582.0549	-0.008336917	-395.8321	1.1990135	0.0069798357	3180.378566980362
161	533.6138	0.0	533.6138	533.6138	1000.0	65.92479	5.969594	77.32401	44.97944	162000	-0.095388	484.6033	-0.010203764	-173.4855	1.1766164	0.011734071	3205.1402366161346
162	343.3399	0.0	343.3399	343.3399	1000.0	52.097694	7.157757	66.2902	38.518467	163000	-0.06506012	588.1272	-0.0052365065	-238.43591	1.1200212	0.012068148	3224.420348405838
163	717.573	0.0	717.573	717.573	1000.0	47.037846	6.1876154	54.564198	25.674263	164000	-0.06393538	583.29767	0.00028378516	-483.6099	1.2131907	0.0019692872	3245.3222799301147
164	382.91965	0.0	382.91965	382.91965	1000.0	52.00431	6.791175	69.228745	38.24283	165000	0.011330067	278.59338	-0.0196051	-130.6442	1.1206306	0.017165	3268.4280586242676
165	665.12573	0.0	665.12573	665.12573	1000.0	54.741486	9.768866	66.59026	27.67189	166000	0.008523671	259.85934	-0.008847233	-139.0969	1.0978552	0.023808299	3292.1909379959106
166	766.7335	0.0	766.7335	766.7335	1000.0	63.15618	9.68266	77.35	38.653355	167000	-0.14504267	382.20282	-0.01527068	-229.81856	1.0836262	0.032845635	3315.4653358459473
167	777.92017	0.0	777.92017	777.92017	1000.0	81.55682	3.7778456	87.576935	49.527676	168000	-0.007241353	101.2745	-0.007662579	-8.541077	1.0638791	0.021132689	3343.1025779247284
168	771.2852	0.0	771.2852	771.2852	1000.0	76.519684	6.834139	85.99713	48.124832	169000	-0.04417019	241.71524	-0.0097854845	-2.0210266	1.0031769	0.025005143	3363.1787645816803
169	899.2452	0.0	899.2452	899.2452	1000.0	71.99039	9.8840475	86.29273	41.9946	170000	-0.056645602	508.43225	0.0005636737	-267.86548	1.0162977	0.0015170422	3381.355142354965
170	943.9773	0.0	943.9773	943.9773	1000.0	91.87566	3.9186947	97.89398	58.03806	171000	-0.045432784	212.64726	-0.006220646	-24.856415	0.9611716	0.0030892151	3400.2793378829956
171	814.1556	0.0	814.1556	814.1556	1000.0	93.13169	6.3341556	101.65418	61.51583	172000	-0.06888982	427.82123	-0.005270019	-108.95938	0.9571752	0.019616114	3418.62021112442
172	668.2295	0.0	668.2295	668.2295	1000.0	83.10537	6.8276033	90.97375	52.4624	173000	-0.006452898	297.57645	-0.0143836625	-223.49463	0.996041	0.013559285	3436.725751399994
173	912.3219	0.0	912.3219	912.3219	1000.0	69.21967	6.0819726	78.21006	43.81253	174000	-0.050902184	645.1796	-0.008279763	-377.1008	0.9833227	0.031393435	3454.80215215683
174	916.15515	0.0	916.15515	916.15515	1000.0	76.68691	5.4577866	90.45037	59.011284	175000	-0.024295796	450.71582	-0.0020625722	-198.09692	0.8980544	0.019150093	3473.3131577968597
175	779.64325	0.0	779.64325	779.64325	1000.0	97.154625	3.7371514	103.43388	69.76866	176000	-0.02917482	543.3306	-0.010573942	-203.61719	0.9318843	0.01072579	3495.202243089676
176	859.2824	0.0	859.2824	859.2824	1000.0	86.62133	3.8029857	92.58087	58.376778	177000	-0.047400694	267.48447	-0.010343369	-28.121033	0.9391698	0.014277287	3522.219236135483
177	789.86346	0.0	789.86346	789.86346	1000.0	82.899796	3.9711995	90.61251	63.869442	178000	-0.0567851	441.19812	-0.007658839	-23.75357	0.9210388	0.019370766	3545.265818119049
178	835.48254	0.0	835.48254	835.48254	1000.0	84.08389	2.520568	90.47602	61.400883	179000	-0.053138275	1148.8552	-0.010516521	-35.581543	0.786595	0.020173175	3564.809466600418
179	1095.4097	0.0	1095.4097	1095.4097	1000.0	85.693726	4.2138286	94.77411	57.41608	180000	-0.013917453	768.5918	-0.0059941495	-564.6451	0.8242228	0.0102140205	3586.923694372177
180	1116.4747	0.0	1116.4747	1116.4747	1000.0	106.863045	3.6892135	114.39877	67.844826	181000	-0.031448223	229.31042	-0.031587243	-13.816177	0.79353505	0.0475964	3606.061177968979
181	839.15265	0.0	839.15265	839.15265	1000.0	107.936874	3.7329502	116.39958	75.460205	182000	0.00313442	667.1396	-0.004419084	-512.8867	0.91576564	0.0331677	3624.3350200653076
182	933.4739	0.0	933.4739	933.4739	1000.0	90.56468	3.1135998	98.20965	67.68645	183000	-0.11240372	96.23162	-0.0030917153	-17.515106	0.7872355	0.025691219	3643.4681277275085
183	588.83685	0.0	588.83685	588.83685	1000.0	87.931625	3.4040203	96.391136	65.49704	184000	0.0030539485	851.86523	-0.0004290277	-559.3551	0.7925795	0.021049106	3668.287167787552
184	826.3584	0.0	826.3584	826.3584	1000.0	77.21358	2.9882689	84.3445	58.99185	185000	-0.005780504	225.31453	-0.013214025	-38.511322	0.76401055	0.038666274	3690.9872035980225
185	751.3009	0.0	751.3009	751.3009	1000.0	77.79422	4.7797966	90.01698	55.280727	186000	-0.056236044	201.48064	0.00096297637	-10.793411	0.7337124	0.018315462	3714.358946323395
186	852.5872	0.0	852.5872	852.5872	1000.0	80.85197	4.749396	91.10329	57.877075	187000	-0.06662493	280.27902	-0.0008044839	-61.174744	0.79343814	0.0031161841	3738.0065178871155
187	780.6902	0.0	780.6902	780.6902	1000.0	87.851135	3.33617	96.173294	64.769806	188000	-0.10508279	492.1904	-0.007864572	-51.450012	0.7610872	0.0057530142	3760.0119392871857
188	774.6147	0.0	774.6147	774.6147	1000.0	82.65242	3.001427	90.27495	57.646038	189000	0.033699103	121.12839	-0.026705608	-18.759338	0.734343	0.04112336	3778.1738164424896
189	846.51483	0.0	846.51483	846.51483	1000.0	78.41568	4.569485	87.71903	55.482567	190000	-0.019709583	713.01654	-0.02974062	-86.729675	0.6986239	0.08221812	3796.2575335502625
190	991.18744	0.0	991.18744	991.18744	1000.0	85.06344	3.4610863	94.736855	60.738388	191000	-0.04705033	432.87793	-0.0005472265	-162.96674	0.7372605	0.031397104	3820.420147418976
191	824.9581	0.0	824.9581	824.9581	1000.0	93.59543	6.1772647	105.41792	67.26435	192000	-0.045260772	321.16132	0.0063429773	-99.999725	0.735751	0.017477617	3842.0533740520477
192	874.92816	0.0	874.92816	874.92816	1000.0	78.821655	5.309	94.51073	66.716125	193000	0.0057359934	475.97678	0.0014944687	-33.658936	0.6829448	0.0068642334	3864.444351911545
193	923.44476	0.0	923.44476	923.44476	1000.0	79.94967	4.1778116	88.51954	65.503395	194000	-0.049459938	370.1893	-0.0051713847	-190.70528	0.60710245	0.009992059	3884.10182261467
194	839.1871	0.0	839.1871	839.1871	1000.0	96.98823	5.430757	108.82012	74.199104	195000	-0.03347283	1029.4417	-0.00085746497	-232.07867	0.64831764	0.006136915	3904.9362094402313
195	944.4438	0.0	944.4438	944.4438	1000.0	87.206154	5.0449634	108.43733	69.15492	196000	0.018969549	605.7554	-0.0127331745	-66.17261	0.60699475	0.010128053	3923.110682487488
196	806.6975	0.0	806.6975	806.6975	1000.0	86.83957	5.520205	101.08742	73.15605	197000	0.0023704185	788.71686	-0.013938818	-82.443665	0.6038265	0.02749343	3941.2919335365295
197	1037.4386	0.0	1037.4386	1037.4386	1000.0	82.32641	5.541333	96.113686	65.59578	198000	0.0547301	1004.4338	-0.011214428	-411.1302	0.5558292	0.023192141	3959.5716598033905
198	819.9793	0.0	819.9793	819.9793	1000.0	104.265045	5.036324	120.981064	77.650345	199000	-0.08394354	988.5371	-0.005695045	-277.61493	0.56779665	0.016806882	3978.039063692093
199	984.1506	0.0	984.1506	984.1506	1000.0	86.076065	5.2998505	105.44425	70.341354	200000	0.034032308	328.15195	-0.053510714	-154.8071	0.51326597	0.08332837	3996.2091262340546
200	996.3098	0.0	996.3098	996.3098	1000.0	95.01141	4.724139	108.17849	69.05667	201000	-0.027541047	396.88663	-0.02918621	-21.798828	0.52369994	0.12445027	4015.3081550598145
201	855.26013	0.0	855.26013	855.26013	1000.0	99.10479	4.611312	110.57019	78.63658	202000	0.07196605	277.8657	-0.011463162	-164.56726	0.6106622	0.11670523	4033.5764632225037
202	766.87897	0.0	766.87897	766.87897	1000.0	89.16189	6.2942634	117.37774	67.102	203000	-0.020187192	466.48407	0.008824761	-164.26825	0.58006626	0.049740527	4051.7956128120422
203	631.3208	0.0	631.3208	631.3208	1000.0	80.28881	5.1395893	102.900665	65.650085	204000	0.0009208832	618.5626	0.008185994	-214.68243	0.5772441	0.0047519016	4070.2097733020782
204	511.47006	0.0	511.47006	511.47006	1000.0	66.7702	5.0605145	81.0307	52.36564	205000	-0.029133948	350.21237	-0.009043878	-132.76266	0.5376527	0.017897217	4088.397104024887
205	276.06894	0.0	276.06894	276.06894	1000.0	55.452293	5.0053873	69.48723	45.179176	206000	-0.022112286	828.1885	-0.006565938	-611.0562	0.5548998	0.02871113	4106.694405078888
206	644.8945	0.0	644.8945	644.8945	1000.0	49.73969	5.8074355	74.017845	39.67536	207000	-0.012088394	375.1408	-0.015914323	-222.41818	0.55346227	0.00942227	4127.081948757172
207	597.6854	0.0	597.6854	597.6854	1000.0	57.420765	8.444102	102.11868	38.201645	208000	0.04821027	165.64035	0.0015773028	-4.8585205	0.56449187	0.024191322	4148.504108667374
208	726.32153	0.0	726.32153	726.32153	1000.0	47.002735	6.766284	72.99601	35.36319	209000	0.029775376	1089.319	-0.0074355975	-449.6106	0.51969445	0.026122896	4166.699162483215
209	746.2214	0.0	746.2214	746.2214	1000.0	69.50299	8.801843	99.49386	49.39714	210000	-0.009639043	531.1894	-0.0071964357	-31.417969	0.52031153	0.013919007	4187.895133018494
210	721.45605	0.0	721.45605	721.45605	1000.0	67.15694	6.296863	85.72837	53.772537	211000	-0.016279096	1581.1989	-0.009386521	-80.40625	0.57310677	0.010511707	4209.2131106853485
211	370.3459	0.0	370.3459	370.3459	1000.0	64.19767	4.7893653	80.6153	54.08446	212000	0.045659114	682.3721	-0.012056407	-520.4342	0.5887684	0.03835375	4229.746212482452
212	852.53394	0.0	852.53394	852.53394	1000.0	47.84767	5.862643	63.596035	35.73266	213000	-0.032265645	1608.9402	-0.0398502	-965.9187	0.5044903	0.07537833	4249.603515863419
213	1037.8418	0.0	1037.8418	1037.8418	1000.0	81.5675	6.045282	111.87222	60.912617	214000	-0.021001106	577.8835	-0.04124783	-418.0413	0.5789473	0.11623482	4269.771569252014
214	1237.6903	0.0	1237.6903	1237.6903	1000.0	94.20247	8.91555	115.85922	71.18677	215000	-0.03301428	1065.3185	0.0038646162	-790.6931	0.54786175	0.065578245	4288.3006591796875
215	1068.1494	0.0	1068.1494	1068.1494	1000.0	102.1697	8.036932	125.82143	85.00205	216000	-0.04481247	201.63388	-0.00068261474	-19.209045	0.4913356	0.06631009	4306.603429079056
216	1102.6908	0.0	1102.6908	1102.6908	1000.0	113.49306	11.933129	146.52061	90.42407	217000	-0.04911608	184.88556	0.007825982	-9.444534	0.4788177	0.02008119	4324.768503665924
217	889.119	0.0	889.119	889.119	1000.0	126.44839	7.9864626	153.77658	95.14999	218000	-0.032910883	1897.982	0.0014981031	-1225.7849	0.53615785	0.009635122	4343.004431009293
218	686.0512	0.0	686.0512	686.0512	1000.0	91.934044	7.371841	109.58783	75.8931	219000	0.06322191	1655.0798	-0.0034334734	-325.20288	0.4833091	0.011661487	4361.23944401741
219	975.87866	0.0	975.87866	975.87866	1000.0	78.98073	6.342816	93.96043	64.42543	220000	0.04663382	914.2099	-0.022000639	-371.9048	0.5041433	0.02289455	4379.505343198776
220	606.67706	0.0	606.67706	606.67706	1000.0	95.64666	5.8752375	106.46893	76.00911	221000	-0.07186693	1869.686	-0.024253413	-816.3225	0.4388246	0.032195903	4398.531968355179
221	711.9414	0.0	711.9414	711.9414	1000.0	80.20323	3.22136	91.92531	62.92875	222000	-0.1007778	761.01965	-0.030429326	-114.4093	0.54256064	0.065692164	4416.657093286514
222	953.37616	0.0	953.37616	953.37616	1000.0	73.94415	4.470725	94.142715	60.847786	223000	-0.037374243	2003.1376	-0.006756127	-392.78455	0.5051827	0.048952974	4439.839183092117
223	905.5512	0.0	905.5512	905.5512	1000.0	75.8084	4.3295794	86.252266	64.53775	224000	-0.079643935	802.12366	0.0081084445	-244.65692	0.4947349	0.01906242	4468.586241006851
224	692.2341	0.0	692.2341	692.2341	1000.0	87.67174	4.747257	101.59687	72.113174	225000	0.023316395	536.2161	-0.029418645	-243.7716	0.44895265	0.03494002	4488.672306537628
225	1017.72253	0.0	1017.72253	1017.72253	1000.0	81.538734	5.350624	111.7751	68.168274	226000	-0.053202465	775.5379	-0.029136688	-417.1295	0.3984435	0.070997894	4507.140588521957
226	1042.5989	0.0	1042.5989	1042.5989	1000.0	91.113686	6.226263	102.76533	74.22409	227000	-0.12265764	547.6385	-0.041380018	-204.82309	0.4181659	0.13560393	4525.5932631492615
227	1303.8159	0.0	1303.8159	1303.8159	1000.0	103.11467	5.374671	115.061	73.37325	228000	-0.066674754	1100.7975	-0.03398513	-576.03064	0.44595072	0.13876636	4544.098581314087
228	847.2959	0.0	847.2959	847.2959	1000.0	115.63699	5.5991893	127.91187	76.41874	229000	0.008008398	852.83856	0.026533544	-563.3052	0.3810808	0.024948291	4562.548679590225
229	1062.1836	0.0	1062.1836	1062.1836	1000.0	109.03303	2.841239	119.47108	80.94826	230000	-0.039981484	96.78183	-0.02634038	-6.701851	0.45294663	0.018044943	4581.199311971664
230	1210.0968	0.0	1210.0968	1210.0968	1000.0	106.33276	3.1174345	114.62182	78.05674	231000	-0.05253968	319.9236	-0.030582596	-143.80818	0.4871159	0.03927306	4600.670991420746
231	995.9527	0.0	995.9527	995.9527	1000.0	107.85346	5.9430623	121.71072	80.18697	232000	0.05289708	291.71494	-0.04164154	-29.86911	0.4414535	0.100324444	4619.3819744586945
232	1011.5478	0.0	1011.5478	1011.5478	1000.0	102.559715	5.5689087	113.60396	66.30231	233000	-0.036585316	131.62206	-0.006312214	-5.3139267	0.33127996	0.09872298	4638.858617067337
233	1158.5623	0.0	1158.5623	1158.5623	1000.0	107.449875	4.8433704	118.04258	74.2484	234000	0.047125965	240.25616	0.007482186	-51.79904	0.3213106	0.06271192	4657.493948221207
234	1137.0093	0.0	1137.0093	1137.0093	1000.0	114.66834	3.8771343	125.0341	87.15395	235000	-0.023282528	557.4824	-0.002550859	-54.15631	0.34088433	0.027337082	4677.404824972153
235	1152.0288	0.0	1152.0288	1152.0288	1000.0	117.88866	3.4712415	126.50022	82.09745	236000	-0.06740447	488.38193	-0.046862498	-21.218231	0.43115357	0.081853494	4699.444383621216
236	1033.6365	0.0	1033.6365	1033.6365	1000.0	112.28899	4.563954	123.881096	80.01785	237000	-0.06558231	686.06	0.0021001175	-105.16974	0.2899518	0.030705089	4721.1581909656525
237	1055.5809	0.0	1055.5809	1055.5809	1000.0	104.4503	4.512095	113.92238	73.878944	238000	-0.050033625	282.11868	-0.00459712	-7.5250244	0.28124738	0.02718163	4742.016323328018
238	915.72675	0.0	915.72675	915.72675	1000.0	106.78914	4.176493	116.70163	71.41452	239000	0.015610286	609.7019	0.0012815101	-131.49255	0.2814154	0.0038265556	4761.528302669525
239	1221.9194	0.0	1221.9194	1221.9194	1000.0	100.81478	3.5546064	111.17047	74.66669	240000	-0.07648407	661.5828	-0.017428972	-373.54498	0.28505656	0.023222176	4780.494923830032
240	1170.5618	0.0	1170.5618	1170.5618	1000.0	111.545975	5.13236	122.68195	81.79269	241000	0.043528233	419.90848	-0.008144222	-25.537292	0.3029337	0.028084798	4804.70876288414
241	1271.229	0.0	1271.229	1271.229	1000.0	118.18831	3.0438612	129.65393	88.59624	242000	-0.088031135	410.79645	-0.0041281804	-62.71692	0.30972758	0.021688763	4826.849770069122
242	1332.2485	0.0	1332.2485	1332.2485	1000.0	124.34253	3.544391	133.93071	91.73714	243000	-0.028263588	205.01132	-0.00048165582	-70.45288	0.22011709	0.0062319357	4849.539134979248
243	1217.1538	0.0	1217.1538	1217.1538	1000.0	123.796196	4.660587	133.94087	91.78922	244000	-0.006175781	143.05238	-0.0034199893	-1.431778	0.21206957	0.0076773767	4871.126274585724
244	1069.399	0.0	1069.399	1069.399	1000.0	122.18168	6.2951083	135.56668	80.55243	245000	-0.06723297	527.3407	-0.021823175	-143.72867	0.19583878	0.043712746	4896.119938611984
245	1139.4928	0.0	1139.4928	1139.4928	1000.0	116.69737	6.9642854	130.3585	90.708046	246000	0.041187506	141.76973	-0.00713975	-5.5865784	0.22535637	0.014736174	4920.792515516281
246	1119.4115	0.0	1119.4115	1119.4115	1000.0	111.937965	4.876035	122.56658	83.13716	247000	-0.025712816	353.0209	-0.00067680515	-6.543579	0.21327436	0.0059433253	4945.266401529312
247	1291.3898	0.0	1291.3898	1291.3898	1000.0	113.78184	6.437051	126.04736	84.80292	248000	-0.07769861	450.0545	-0.024373941	-232.96436	0.2276097	0.022925114	4967.098202466965
248	1264.0847	0.0	1264.0847	1264.0847	1000.0	127.19627	6.836153	138.30212	90.78471	249000	-0.045295708	175.3325	-0.02776704	-10.023956	0.2349621	0.06683839	4987.272909641266
249	1144.693	0.0	1144.693	1144.693	1000.0	117.69797	5.1754837	130.3625	86.39371	250000	-0.09139065	521.157	-0.012652874	-17.440857	0.16726984	0.035850227	5006.6326014995575
250	1353.7347	0.0	1353.7347	1353.7347	1000.0	124.819466	5.2607574	140.13623	93.56572	251000	0.029930798	251.1691	0.0021780897	-46.083405	0.16722056	0.028279446	5027.168479204178
251	1062.579	0.0	1062.579	1062.579	1000.0	129.54652	5.7954545	145.48453	98.81108	252000	0.008779677	1264.9742	-0.041823044	-431.72412	0.16668539	0.037587743	5046.883201599121
252	1331.9963	0.0	1331.9963	1331.9963	1000.0	116.79325	3.7594771	124.69	86.18824	253000	-0.0420947	421.5185	-0.011439223	-267.1631	0.15559712	0.022585819	5066.350250720978
253	1167.4773	0.0	1167.4773	1167.4773	1000.0	123.90097	6.249301	138.54395	81.31656	254000	0.029910063	299.18857	-0.052497614	-87.62349	0.20069137	0.07889375	5085.761178255081
254	1143.4791	0.0	1143.4791	1143.4791	1000.0	113.858475	4.9295483	126.12428	82.8846	255000	0.036149953	549.16455	-0.009929759	-8.901245	0.12990355	0.060299203	5105.36482667923
255	1174.298	0.0	1174.298	1174.298	1000.0	119.14775	5.0397725	130.81935	85.31697	256000	-0.07171534	426.73438	0.0020384416	-25.344116	0.16664557	0.06014693	5124.701584815979
256	834.37524	0.0	834.37524	834.37524	1000.0	111.32954	5.7345724	129.09764	86.64226	257000	-0.008884717	1662.9397	0.0021686223	-786.55255	0.11200395	0.03783754	5144.112716913223
257	1055.7234	0.0	1055.7234	1055.7234	1000.0	91.80333	6.0898023	107.06921	70.37634	258000	-0.012231548	489.64526	0.0006403271	-96.8627	0.18114093	0.012044011	5163.4863312244415
258	907.89294	0.0	907.89294	907.89294	1000.0	99.10321	5.6962323	111.27509	78.68441	259000	0.036382772	654.35693	-0.021346387	-64.28754	0.12194108	0.021342682	5183.001821756363
259	1254.6034	0.0	1254.6034	1254.6034	1000.0	99.75294	4.2999706	114.68149	76.55265	260000	0.024964422	764.9632	-0.042269588	-592.98737	0.060017534	0.091220014	5202.320274591446
260	1299.9437	0.0	1299.9437	1299.9437	1000.0	108.32579	7.597036	128.91815	72.22236	261000	-0.015585446	937.8551	-0.009774537	-530.1288	0.119899854	0.06804088	5223.136247634888
261	1351.2234	0.0	1351.2234	1351.2234	1000.0	129.86917	5.866312	142.48781	93.26134	262000	-0.01396582	443.7296	-0.0013087047	-64.62329	0.062105674	0.09127653	5242.735885620117
262	1421.611	0.0	1421.611	1421.611	1000.0	137.94203	4.9346013	151.97562	97.61118	263000	-0.028037593	408.76724	0.007638106	-43.503357	0.09357969	0.027036777	5262.155811071396
263	1178.6892	0.0	1178.6892	1178.6892	1000.0	139.03065	8.659439	153.98172	83.919044	264000	-0.011650825	1211.5682	0.0016320627	-287.5374	0.09240114	0.020555167	5281.55192232132
264	1231.1104	0.0	1231.1104	1231.1104	1000.0	121.0605	9.101848	144.00954	94.634636	265000	-0.021785393	549.928	-0.0033357926	-18.891113	0.10893067	0.015087994	5301.38942861557
265	1387.8329	0.0	1387.8329	1387.8329	1000.0	128.78772	9.223171	146.68513	93.8458	266000	-0.05781564	199.23097	-0.0125646815	-64.515564	0.11843178	0.01394686	5320.7252106666565
266	1074.6572	0.0	1074.6572	1074.6572	1000.0	128.44928	10.455064	151.6228	97.231895	267000	-0.002764618	764.60144	-0.017331641	-340.28888	0.066964015	0.027545402	5340.15730381012
267	1230.6982	0.0	1230.6982	1230.6982	1000.0	113.41379	8.618007	133.084	81.94997	268000	0.022979183	427.64224	-0.03492848	-77.11328	0.06941329	0.08414066	5359.476181507111
268	1437.4268	0.0	1437.4268	1437.4268	1000.0	128.1296	6.6936994	141.71237	90.43412	269000	-0.05399198	434.31412	-0.0006725155	-194.48529	0.03641181	0.047581498	5378.808091402054
269	1066.613	0.0	1066.613	1066.613	1000.0	124.705315	8.10353	143.22853	81.77682	270000	-0.029274529	700.9142	-0.003738949	-142.57391	0.038296837	0.021132614	5398.011315822601
270	1187.4899	0.0	1187.4899	1187.4899	1000.0	127.16023	9.976993	146.49098	87.81036	271000	-0.037504524	201.14496	0.0003036484	-39.913055	0.08485584	0.0048341267	5420.389444351196
271	933.16394	0.0	933.16394	933.16394	1000.0	106.64878	6.316316	121.47287	82.98897	272000	-0.07872564	373.0249	-0.01577361	-87.61795	0.07027359	0.02716382	5440.247673511505
272	1372.76	0.0	1372.76	1372.76	1000.0	113.48982	10.787496	144.3651	87.105	273000	-0.059434257	985.4169	-0.028064765	-608.98206	0.06805889	0.034228716	5459.624193191528
273	1288.9747	0.0	1288.9747	1288.9747	1000.0	127.92514	9.691343	146.50363	95.642136	274000	-0.009733925	292.08887	-0.011920586	-7.1555176	0.03917124	0.05484446	5478.867868423462
274	1328.1844	0.0	1328.1844	1328.1844	1000.0	125.09024	10.586393	149.04678	79.909836	275000	-0.08254637	484.47455	0.005603403	-113.00937	-0.012638027	0.0066279145	5499.2011885643005
275	1312.4323	0.0	1312.4323	1312.4323	1000.0	139.39221	8.504512	155.0504	100.56175	276000	-0.10262641	603.25824	-0.006739311	-78.48462	-0.047619358	0.01742548	5518.366458415985
276	1344.4326	0.0	1344.4326	1344.4326	1000.0	129.34093	8.544112	146.70694	88.39935	277000	-0.0030430513	215.42473	-0.0073899166	-21.996323	0.032606073	0.011136822	5537.796174287796
277	1495.952	0.0	1495.952	1495.952	1000.0	140.22319	6.7903914	154.01411	100.86975	278000	-0.08021391	211.61916	-0.007619895	-53.822403	-0.003961159	0.016227532	5557.298720598221
278	1414.9578	0.0	1414.9578	1414.9578	1000.0	140.06277	8.221404	158.58186	103.52574	279000	-0.009764376	167.68436	-0.0477063	-3.7428894	-0.08861262	0.05954797	5576.82052230835
279	1325.7197	0.0	1325.7197	1325.7197	1000.0	146.13	6.866219	166.17111	103.42373	280000	0.032287363	352.51688	-0.014352182	-132.68631	-0.054373566	0.053871382	5596.672048807144
